tool	rank	metric	sample	value
metaphlan3	phylum	Completeness	sample_181	1.0
metaphlan3	phylum	Purity	sample_181	1.0
metaphlan3	phylum	F1 score	sample_181	1.0
metaphlan3	phylum	Jaccard index	sample_181	1.0
metaphlan3	phylum	Taxon counts	sample_181	2.0
metaphlan3	class	True positives	sample_181	5.0
metaphlan3	class	False negatives	sample_181	0.0
metaphlan3	class	False positives	sample_181	0.0
metaphlan3	class	Completeness	sample_181	1.0
metaphlan3	class	Purity	sample_181	1.0
metaphlan3	class	F1 score	sample_181	1.0
metaphlan3	class	Jaccard index	sample_181	1.0
metaphlan3	class	Taxon counts	sample_181	5.0
metaphlan3	order	True positives	sample_181	15.0
metaphlan3	order	False negatives	sample_181	0.0
metaphlan3	order	False positives	sample_181	0.0
metaphlan3	order	Completeness	sample_181	1.0
metaphlan3	order	Purity	sample_181	1.0
metaphlan3	order	F1 score	sample_181	1.0
metaphlan3	order	Jaccard index	sample_181	1.0
metaphlan3	order	Taxon counts	sample_181	15.0
metaphlan3	family	True positives	sample_181	26.0
metaphlan3	family	False negatives	sample_181	0.0
metaphlan3	family	False positives	sample_181	0.0
metaphlan3	family	Completeness	sample_181	1.0
metaphlan3	family	Purity	sample_181	1.0
metaphlan3	family	F1 score	sample_181	1.0
metaphlan3	family	Jaccard index	sample_181	1.0
metaphlan3	family	Taxon counts	sample_181	26.0
metaphlan3	genus	True positives	sample_181	47.0
metaphlan3	genus	False negatives	sample_181	5.0
metaphlan3	genus	False positives	sample_181	1.0
metaphlan3	genus	Completeness	sample_181	0.9038461538461539
metaphlan3	genus	Purity	sample_181	0.9791666666666666
metaphlan3	genus	F1 score	sample_181	0.9400000000000001
metaphlan3	genus	Jaccard index	sample_181	0.8867924528301887
metaphlan3	genus	Taxon counts	sample_181	48.0
metaphlan3	species	True positives	sample_181	66.0
metaphlan3	species	False negatives	sample_181	21.0
metaphlan3	species	False positives	sample_181	21.0
metaphlan3	species	Completeness	sample_181	0.7586206896551724
metaphlan3	species	Purity	sample_181	0.7586206896551724
metaphlan3	species	F1 score	sample_181	0.7586206896551724
metaphlan3	species	Jaccard index	sample_181	0.6111111111111112
metaphlan3	species	Taxon counts	sample_181	87.0
metaphlan3	strain	True positives	sample_181	0.0
metaphlan3	strain	False negatives	sample_181	87.0
metaphlan3	strain	False positives	sample_181	0.0
metaphlan3	strain	Completeness	sample_181	0.0
metaphlan3	strain	Purity	sample_181	0.0
metaphlan3	strain	Jaccard index	sample_181	0.0
metaphlan3	strain	Taxon counts	sample_181	0.0
metaphlan3	superkingdom	L1 norm error	sample_181	0.0
metaphlan3	phylum	L1 norm error	sample_181	0.08434380000000002
metaphlan3	class	L1 norm error	sample_181	0.18140180000000006
metaphlan3	order	L1 norm error	sample_181	0.3294789
metaphlan3	family	L1 norm error	sample_181	0.44604669999999996
metaphlan3	genus	L1 norm error	sample_181	0.49961660000000024
metaphlan3	species	L1 norm error	sample_181	0.7017459000000001
metaphlan3	na	Weighted UniFrac error	sample_181	3.254606699999997
metaphlan3	na	Unweighted UniFrac error	sample_181	187.00000969999996
metaphlan3	superkingdom	Bray-Curtis distance	sample_182	0.0
metaphlan3	phylum	Bray-Curtis distance	sample_182	0.05193260000000005
metaphlan3	class	Bray-Curtis distance	sample_182	0.09817885091057454
metaphlan3	order	Bray-Curtis distance	sample_182	0.16155606114416637
metaphlan3	family	Bray-Curtis distance	sample_182	0.17405584129720797
metaphlan3	genus	Bray-Curtis distance	sample_182	0.21448079651760163
metaphlan3	species	Bray-Curtis distance	sample_182	0.2879579523558498
metaphlan3	superkingdom	Shannon diversity	sample_182	0.0
metaphlan3	superkingdom	Shannon equitability	sample_182	0.0
metaphlan3	phylum	Shannon diversity	sample_182	0.11154475995134353
metaphlan3	phylum	Shannon equitability	sample_182	0.16092507201895315
metaphlan3	class	Shannon diversity	sample_182	0.796972293336039
metaphlan3	class	Shannon equitability	sample_182	0.4951867277257716
metaphlan3	order	Shannon diversity	sample_182	2.0942854068427854
metaphlan3	order	Shannon equitability	sample_182	0.7733554592120875
metaphlan3	family	Shannon diversity	sample_182	2.8317141836779403
metaphlan3	family	Shannon equitability	sample_182	0.8691314547105263
metaphlan3	genus	Shannon diversity	sample_182	3.5061243027201394
metaphlan3	genus	Shannon equitability	sample_182	0.9106467245990466
metaphlan3	species	Shannon diversity	sample_182	4.072665783586172
metaphlan3	species	Shannon equitability	sample_182	0.9191681733826957
metaphlan3	superkingdom	True positives	sample_182	1.0
metaphlan3	superkingdom	False negatives	sample_182	0.0
metaphlan3	superkingdom	False positives	sample_182	0.0
metaphlan3	superkingdom	Completeness	sample_182	1.0
metaphlan3	superkingdom	Purity	sample_182	1.0
metaphlan3	superkingdom	F1 score	sample_182	1.0
metaphlan3	superkingdom	Jaccard index	sample_182	1.0
metaphlan3	superkingdom	Taxon counts	sample_182	1.0
metaphlan3	phylum	True positives	sample_182	2.0
metaphlan3	phylum	False negatives	sample_182	0.0
metaphlan3	phylum	False positives	sample_182	0.0
metaphlan3	phylum	Completeness	sample_182	1.0
metaphlan3	phylum	Purity	sample_182	1.0
metaphlan3	phylum	F1 score	sample_182	1.0
metaphlan3	phylum	Jaccard index	sample_182	1.0
metaphlan3	phylum	Taxon counts	sample_182	2.0
metaphlan3	class	True positives	sample_182	5.0
metaphlan3	class	False negatives	sample_182	0.0
metaphlan3	class	False positives	sample_182	0.0
metaphlan3	class	Completeness	sample_182	1.0
metaphlan3	class	Purity	sample_182	1.0
metaphlan3	class	F1 score	sample_182	1.0
metaphlan3	class	Jaccard index	sample_182	1.0
metaphlan3	class	Taxon counts	sample_182	5.0
metaphlan3	order	True positives	sample_182	15.0
metaphlan3	order	False negatives	sample_182	0.0
metaphlan3	order	False positives	sample_182	0.0
metaphlan3	order	Completeness	sample_182	1.0
metaphlan3	order	Purity	sample_182	1.0
metaphlan3	order	F1 score	sample_182	1.0
metaphlan3	order	Jaccard index	sample_182	1.0
metaphlan3	order	Taxon counts	sample_182	15.0
metaphlan3	family	True positives	sample_182	26.0
metaphlan3	family	False negatives	sample_182	0.0
metaphlan3	family	False positives	sample_182	0.0
metaphlan3	family	Completeness	sample_182	1.0
metaphlan3	family	Purity	sample_182	1.0
metaphlan3	family	F1 score	sample_182	1.0
metaphlan3	family	Jaccard index	sample_182	1.0
metaphlan3	family	Taxon counts	sample_182	26.0
metaphlan3	genus	True positives	sample_182	46.0
metaphlan3	genus	False negatives	sample_182	5.0
metaphlan3	genus	False positives	sample_182	1.0
metaphlan3	genus	Completeness	sample_182	0.9019607843137255
metaphlan3	genus	Purity	sample_182	0.9787234042553191
metaphlan3	genus	F1 score	sample_182	0.9387755102040817
metaphlan3	genus	Jaccard index	sample_182	0.8846153846153846
metaphlan3	genus	Taxon counts	sample_182	47.0
metaphlan3	species	True positives	sample_182	65.0
metaphlan3	species	False negatives	sample_182	19.0
metaphlan3	species	False positives	sample_182	19.0
metaphlan3	species	Completeness	sample_182	0.7738095238095238
metaphlan3	species	Purity	sample_182	0.7738095238095238
metaphlan3	species	F1 score	sample_182	0.7738095238095238
metaphlan3	species	Jaccard index	sample_182	0.6310679611650486
metaphlan3	species	Taxon counts	sample_182	84.0
metaphlan3	strain	True positives	sample_182	0.0
metaphlan3	strain	False negatives	sample_182	84.0
metaphlan3	strain	False positives	sample_182	0.0
metaphlan3	strain	Completeness	sample_182	0.0
metaphlan3	strain	Purity	sample_182	0.0
metaphlan3	strain	Jaccard index	sample_182	0.0
metaphlan3	strain	Taxon counts	sample_182	0.0
metaphlan3	superkingdom	L1 norm error	sample_182	0.0
metaphlan3	phylum	L1 norm error	sample_182	0.1038652000000001
metaphlan3	class	L1 norm error	sample_182	0.19635779999999997
metaphlan3	order	L1 norm error	sample_182	0.32311229999999996
metaphlan3	family	L1 norm error	sample_182	0.3481117
metaphlan3	genus	L1 norm error	sample_182	0.42783840000000006
metaphlan3	species	L1 norm error	sample_182	0.5759152999999998
metaphlan3	na	Weighted UniFrac error	sample_182	2.960213700000003
metaphlan3	na	Unweighted UniFrac error	sample_182	201.00002279999998
metaphlan3	superkingdom	Bray-Curtis distance	sample_183	0.0
metaphlan3	phylum	Bray-Curtis distance	sample_183	0.04791640000000001
metaphlan3	class	Bray-Curtis distance	sample_183	0.12695812382512567
metaphlan3	order	Bray-Curtis distance	sample_183	0.21231382707048152
metaphlan3	family	Bray-Curtis distance	sample_183	0.23175475428963943
metaphlan3	genus	Bray-Curtis distance	sample_183	0.255597102291765
metaphlan3	species	Bray-Curtis distance	sample_183	0.33725030763809993
metaphlan3	superkingdom	Shannon diversity	sample_183	0.0
metaphlan3	superkingdom	Shannon equitability	sample_183	0.0
metaphlan3	phylum	Shannon diversity	sample_183	0.02406130586737324
metaphlan3	phylum	Shannon equitability	sample_183	0.0347131266521719
metaphlan3	class	Shannon diversity	sample_183	0.6406488659789403
metaphlan3	class	Shannon equitability	sample_183	0.3980575212187144
metaphlan3	order	Shannon diversity	sample_183	1.9549126575644602
metaphlan3	order	Shannon equitability	sample_183	0.7218893714631975
metaphlan3	family	Shannon diversity	sample_183	2.7384957256359335
metaphlan3	family	Shannon equitability	sample_183	0.8405201299832931
metaphlan3	genus	Shannon diversity	sample_183	3.31212353319373
metaphlan3	genus	Shannon equitability	sample_183	0.8602588461082992
metaphlan3	species	Shannon diversity	sample_183	3.947760195701802
metaphlan3	species	Shannon equitability	sample_183	0.893392757533815
metaphlan3	superkingdom	True positives	sample_183	1.0
metaphlan3	superkingdom	False negatives	sample_183	0.0
metaphlan3	superkingdom	False positives	sample_183	0.0
metaphlan3	superkingdom	Completeness	sample_183	1.0
metaphlan3	superkingdom	Purity	sample_183	1.0
metaphlan3	superkingdom	F1 score	sample_183	1.0
metaphlan3	superkingdom	Jaccard index	sample_183	1.0
metaphlan3	superkingdom	Taxon counts	sample_183	1.0
metaphlan3	phylum	True positives	sample_183	2.0
metaphlan3	phylum	False negatives	sample_183	0.0
metaphlan3	phylum	False positives	sample_183	0.0
metaphlan3	phylum	Completeness	sample_183	1.0
metaphlan3	phylum	Purity	sample_183	1.0
metaphlan3	phylum	F1 score	sample_183	1.0
metaphlan3	phylum	Jaccard index	sample_183	1.0
metaphlan3	phylum	Taxon counts	sample_183	2.0
metaphlan3	class	True positives	sample_183	5.0
metaphlan3	class	False negatives	sample_183	0.0
metaphlan3	class	False positives	sample_183	0.0
metaphlan3	class	Completeness	sample_183	1.0
metaphlan3	class	Purity	sample_183	1.0
metaphlan3	class	F1 score	sample_183	1.0
metaphlan3	class	Jaccard index	sample_183	1.0
metaphlan3	class	Taxon counts	sample_183	5.0
metaphlan3	order	True positives	sample_183	15.0
metaphlan3	order	False negatives	sample_183	0.0
metaphlan3	order	False positives	sample_183	0.0
metaphlan3	order	Completeness	sample_183	1.0
metaphlan3	order	Purity	sample_183	1.0
metaphlan3	order	F1 score	sample_183	1.0
metaphlan3	order	Jaccard index	sample_183	1.0
metaphlan3	order	Taxon counts	sample_183	15.0
metaphlan3	family	True positives	sample_183	26.0
metaphlan3	family	False negatives	sample_183	0.0
metaphlan3	family	False positives	sample_183	0.0
metaphlan3	family	Completeness	sample_183	1.0
metaphlan3	family	Purity	sample_183	1.0
metaphlan3	family	F1 score	sample_183	1.0
metaphlan3	family	Jaccard index	sample_183	1.0
metaphlan3	family	Taxon counts	sample_183	26.0
metaphlan3	genus	True positives	sample_183	46.0
metaphlan3	genus	False negatives	sample_183	5.0
metaphlan3	genus	False positives	sample_183	1.0
metaphlan3	genus	Completeness	sample_183	0.9019607843137255
metaphlan3	genus	Purity	sample_183	0.9787234042553191
metaphlan3	genus	F1 score	sample_183	0.9387755102040817
metaphlan3	genus	Jaccard index	sample_183	0.8846153846153846
metaphlan3	genus	Taxon counts	sample_183	47.0
metaphlan3	species	True positives	sample_183	64.0
metaphlan3	species	False negatives	sample_183	17.0
metaphlan3	species	False positives	sample_183	19.0
metaphlan3	species	Completeness	sample_183	0.7901234567901234
metaphlan3	species	Purity	sample_183	0.7710843373493976
metaphlan3	species	F1 score	sample_183	0.7804878048780488
metaphlan3	species	Jaccard index	sample_183	0.64
metaphlan3	species	Taxon counts	sample_183	83.0
metaphlan3	strain	True positives	sample_183	0.0
metaphlan3	strain	False negatives	sample_183	81.0
metaphlan3	strain	False positives	sample_183	0.0
metaphlan3	strain	Completeness	sample_183	0.0
metaphlan3	strain	Purity	sample_183	0.0
metaphlan3	strain	Jaccard index	sample_183	0.0
metaphlan3	strain	Taxon counts	sample_183	0.0
metaphlan3	superkingdom	L1 norm error	sample_183	0.0
metaphlan3	phylum	L1 norm error	sample_183	0.09583280000000002
metaphlan3	class	L1 norm error	sample_183	0.25391639999999993
metaphlan3	order	L1 norm error	sample_183	0.42462809999999995
metaphlan3	family	L1 norm error	sample_183	0.46350930000000007
metaphlan3	genus	L1 norm error	sample_183	0.5065178000000001
metaphlan3	species	L1 norm error	sample_183	0.6744992999999998
metaphlan3	na	Weighted UniFrac error	sample_183	3.434925700000002
metaphlan3	na	Unweighted UniFrac error	sample_183	195.00000909999994
metaphlan3	superkingdom	Bray-Curtis distance	sample_184	0.0
metaphlan3	phylum	Bray-Curtis distance	sample_184	0.05537220000000002
metaphlan3	class	Bray-Curtis distance	sample_184	0.09563519999999998
metaphlan3	order	Bray-Curtis distance	sample_184	0.15732014213399287
metaphlan3	family	Bray-Curtis distance	sample_184	0.18739623432830546
metaphlan3	genus	Bray-Curtis distance	sample_184	0.22432548554175977
metaphlan3	species	Bray-Curtis distance	sample_184	0.26305812079820795
metaphlan3	superkingdom	Shannon diversity	sample_184	0.0
metaphlan3	superkingdom	Shannon equitability	sample_184	0.0
metaphlan3	phylum	Shannon diversity	sample_184	0.015927528321632595
metaphlan3	phylum	Shannon equitability	sample_184	0.02297856612323786
metaphlan3	class	Shannon diversity	sample_184	0.8050814944024606
metaphlan3	class	Shannon equitability	sample_184	0.5002252576397074
metaphlan3	order	Shannon diversity	sample_184	2.3188422539924107
metaphlan3	order	Shannon equitability	sample_184	0.8562774253773483
metaphlan3	family	Shannon diversity	sample_184	2.7684173488112473
metaphlan3	family	Shannon equitability	sample_184	0.8711046120034255
metaphlan3	genus	Shannon diversity	sample_184	3.3461093683668164
metaphlan3	genus	Shannon equitability	sample_184	0.8790139334282585
metaphlan3	species	Shannon diversity	sample_184	3.9325664426785734
metaphlan3	species	Shannon equitability	sample_184	0.9053274861009732
metaphlan3	superkingdom	True positives	sample_184	1.0
metaphlan3	superkingdom	False negatives	sample_184	0.0
metaphlan3	superkingdom	False positives	sample_184	0.0
metaphlan3	superkingdom	Completeness	sample_184	1.0
metaphlan3	superkingdom	Purity	sample_184	1.0
metaphlan3	superkingdom	F1 score	sample_184	1.0
metaphlan3	superkingdom	Jaccard index	sample_184	1.0
metaphlan3	superkingdom	Taxon counts	sample_184	1.0
metaphlan3	phylum	True positives	sample_184	2.0
metaphlan3	phylum	False negatives	sample_184	0.0
metaphlan3	phylum	False positives	sample_184	0.0
metaphlan3	phylum	Completeness	sample_184	1.0
metaphlan3	phylum	Purity	sample_184	1.0
metaphlan3	phylum	F1 score	sample_184	1.0
metaphlan3	phylum	Jaccard index	sample_184	1.0
metaphlan3	phylum	Taxon counts	sample_184	2.0
metaphlan3	class	True positives	sample_184	5.0
metaphlan3	class	False negatives	sample_184	0.0
metaphlan3	class	False positives	sample_184	0.0
metaphlan3	class	Completeness	sample_184	1.0
metaphlan3	class	Purity	sample_184	1.0
metaphlan3	class	F1 score	sample_184	1.0
metaphlan3	class	Jaccard index	sample_184	1.0
metaphlan3	class	Taxon counts	sample_184	5.0
metaphlan3	order	True positives	sample_184	15.0
metaphlan3	order	False negatives	sample_184	0.0
metaphlan3	order	False positives	sample_184	0.0
metaphlan3	order	Completeness	sample_184	1.0
metaphlan3	order	Purity	sample_184	1.0
metaphlan3	order	F1 score	sample_184	1.0
metaphlan3	order	Jaccard index	sample_184	1.0
metaphlan3	order	Taxon counts	sample_184	15.0
metaphlan3	family	True positives	sample_184	24.0
metaphlan3	family	False negatives	sample_184	0.0
metaphlan3	family	False positives	sample_184	0.0
metaphlan3	family	Completeness	sample_184	1.0
metaphlan3	family	Purity	sample_184	1.0
metaphlan3	family	F1 score	sample_184	1.0
metaphlan3	family	Jaccard index	sample_184	1.0
metaphlan3	family	Taxon counts	sample_184	24.0
metaphlan3	genus	True positives	sample_184	44.0
metaphlan3	genus	False negatives	sample_184	5.0
metaphlan3	genus	False positives	sample_184	1.0
metaphlan3	genus	Completeness	sample_184	0.8979591836734694
metaphlan3	genus	Purity	sample_184	0.9777777777777777
metaphlan3	genus	F1 score	sample_184	0.9361702127659575
metaphlan3	genus	Jaccard index	sample_184	0.88
metaphlan3	genus	Taxon counts	sample_184	45.0
metaphlan3	species	True positives	sample_184	59.0
metaphlan3	species	False negatives	sample_184	17.0
metaphlan3	species	False positives	sample_184	18.0
metaphlan3	species	Completeness	sample_184	0.7763157894736842
metaphlan3	species	Purity	sample_184	0.7662337662337663
metaphlan3	species	F1 score	sample_184	0.7712418300653594
metaphlan3	species	Jaccard index	sample_184	0.6276595744680851
metaphlan3	species	Taxon counts	sample_184	77.0
